product_code,product_name,cat_name,subcat_name,description,brand_name,unit_name,buy_price,sell_price,min_stock
FCoi028,OLIVE CREAM BODY SCRUB,Face Cream,,,body shop,pcs,850,1100,2
BBoi029,SHEA,BODY BUTTER,,,body shop,pcs,850,1100,2
TOOI001,Nutriganics Toner,TONER,,,body shop,200ml,700,1200,1
TOOI002,Body Shop SET,TONER,,,body shop,pcs,850,1300,1
FWOI005,TEA TREE FACE WASH,Face Wash ,,,body shop,250ml,530,800,1
S MOI006,Sleeping Mask,sleeping Mask,,,body shop,pcs,1800,2500,1
PERFUMEOI010,Parfumed ,PERFUME,,,body shop,50ml,850,1100,2
PERFUMEOI030,WHITE MUSK,PERFUME,,,body shop,60ml,1050,1400,2
SoOI036,SOAP,SOAP,,,body shop,pcs,220,300,2
B B COI038,BB Cream,B B CREAM,,,body shop,pcs,990,1300,1
VCOI039,Vitamin c,Vitamin C ,,,body shop,pcs,1290,1800,1
FWOI040,Vitamin cFace Wash,Face Wash ,,,body shop,125ml,890,1200,1
BWOI041,Hair & Body Mask,Body Wash,,,body shop,200ml,690,950,1
FWOI042,Mack Root Face Wash,Face Wash ,,,body shop,125ml,780,1200,1
FWOI043,Pomegranate face Wash,Face Wash ,,,body shop,100ml,1050,1200,1
FWOI044,Vitamin E,Face Wash ,,,body shop,125ml,880,1200,1
H N COI046,Hand Cream,Hand & Nail CREAM,,,body shop,pcs,650,850,1
FWOI047,Tea Tree Oil,Face Wash ,,,body shop,pcs,560,750,2
CROI048,Day Cream,CREAM,,,body shop,50ml,2000,2700,1
CROI049,Aloe Cream,CREAM,,,body shop,pcs,900,1200,1
GOI050,Gel Wash ,Gel ,,,body shop,125ml,900,1200,1
BBOI051,Body Bater,BODY BUTTER,,,body shop,pcs,950,1250,1
S GOI052,Shower Gel,Shower Gel,,,body shop,250ml,490,650,2
TOOI053,Toner ,TONER,,,body shop,200ml,990,1300,1
CROI054,Softing Cream,CREAM,,,body shop,200ml,850,1450,1
CROI055,Firming Day Cream,CREAM,,,body shop,pcs,1350,1800,1
CROI056,Vitamin E,CREAM,,,body shop,pcs,850,1100,1
BSOI057,Body Spray,BODY SPRAY,,,body shop,100ml,780,1100,2
TOOI058,Refreshing Toner,TONER,,,body shop,200ml,850,1150,1
CROI059,a;o Night cream,CREAM,,,body shop,pcs,950,1200,1
B B COI060,BB CREAM,B B CREAM,,,body shop,50ml,980,1300,1
CROI062,Vitamin ENight Cream,CREAM,,,body shop,pcs,880,1150,2
LCOI063,Lip Cream,Lip Cream,,,body shop,pcs,220,300,2
MOI064,Mascara,maskara ,,,body shop,pcs,660,950,2
CROI065,Skin Perfection,CREAM,,,body shop,pcs,460,650,1
BBOI068,Body Batter,BODY BUTTER,,,body shop,pcs,850,1100,2
S12059,Ginger Shampoo,SHAMPOO,,,body shop,400ml,830,1200,1
S12060,Ginger Shampoo250,SHAMPOO,,,body shop,250ml,530,700,1
S12061,Rainforest Shampoo250,SHAMPOO,,,body shop,250ml,490,700,1
FW12064,Vitamin C Face Wash,Face Wash ,,,body shop,100ml,780,1200,2
FW12065,Vitamin C Face Wash,Face Wash ,,,body shop,100ml,800,1200,1
BMI12067,Body Mist,Body Mist,,,body shop,100ml,700,1100,1
CR12069,Vitamin CCream,CREAM,,,body shop,pcs,1225,1800,1
S GOI073,shower gel,Shower Gel,,,body shop,250ml,470,600,2
B B COI074,BB CREAM,B B CREAM,,,body shop,pcs,770,1000,2
S GOI076,Sower Gel,Shower Gel,,,body shop,pcs,470,600,2
FWOI080,FAcial Wash,Face Wash ,,,body shop,250ml,560,800,2
CROI081,NIGHT CREAM,CREAM,,,body shop,pcs,1520,1900,1
FWOI083,Face Wash,Face Wash ,,,body shop,pcs,850,1200,2
CROI090,Vitamin E cream,CREAM,,,body shop,pcs,850,1150,2
CROI091,Vitamin C Cream,CREAM,,,body shop,pcs,1360,1850,2
SoOI092,SOAP,SOAP,,,body shop,pcs,220,300,2
OOI093,Tea Tree Oil,OIL,,,body shop,pcs,560,800,2
BMIOI094,Body Mist,Body Mist,,,body shop,pcs,810,1100,2
GOI101,Gel Wash ,Gel ,,,body shop,pcs,760,1000,2
CROI102,Day Cream,CREAM,,,body shop,pcs,1460,1850,1
FWOI104,FAcial Wash,Face Wash ,,,body shop,pcs,760,1000,2
CROI107,Vitamin E Cream,CREAM,,,body shop,pcs,860,1150,2
TO9460,Calming toner,TONER,,,body shop,pcs,520,800,2
TOM/S  S  E028,Toner,TONER,,,body shop,250ml,600,850,2
cM/S  S  E029,banana Conditioner,Conditionar,,,body shop,250ml,600,800,2
FWM/S  S  E030,Face Wash,Face Wash ,,,body shop,250ml,520,800,2
ClM/S  S  E031,CLeanser,Cleanser,,,body shop,150ml,590,850,2
FWM/S  S  E032,FAcial Wash,Face Wash ,,,body shop,125ml,700,950,2
TOM/S  S  E033,toner,TONER,,,body shop,250ml,730,1000,2
cM/S  S  E034,Concealer,Conditionar,,,body shop,250ml,560,750,2
scM/S  S  E035,Scrub,Scrub,,,body shop,pcs,660,900,2
CR1234567001,Cream,CREAM,,,body shop,pcs,1250,1850,1
IBM/S  S  E037,British Rose,I Brow,,,body shop,pcs,1300,1600,1
LiM/S  S  E042,Lipestic,Lipestic ,,,body shop,pcs,670,850,1
CCCM/S  S  E053,CC Cream,C C Cream,,,body shop,pcs,1100,1450,1
E LM/S  S  E055,Romance,Eye Lash,,,body shop,pcs,1750,2300,1
LiM/S  S  E056,Lip liquid,Lipestic ,,,body shop,pcs,680,900,1
LiM/S  S  E058,Lip ,Lipestic ,,,body shop,pcs,670,850,1
coi032,BAnana onditioner,Conditionar,,,body shop,pcs,580,750,1
BBM/S  S  E069,Body Butter,BODY BUTTER,,,body shop,pcs,1000,1250,1
BBoi036,Body Butter,BODY BUTTER,,,body shop,pcs,1000,1250,1
BBoi039,Body Butter,BODY BUTTER,,,body shop,pcs,850,1200,1
FW12142,Facial Wash,Face Wash ,,,body shop,pcs,560,800,1
CRoi042,Sleeping Cream,CREAM,,,body shop,pcs,1350,3200,1
CRoi046,Drops Of Light Cream,CREAM,,,body shop,pcs,1800,2500,1
Foi047,Facial Wash,FACE ,,,body shop,pcs,570,800,1
Soi048,Banana Shampoo,SHAMPOO,,,body shop,pcs,580,750,1
S Goi050,Body Shop Shower Gel,Shower Gel,,,body shop,pcs,480,650,1
Maoi051,Red Musk,Marks,,,body shop,pcs,860,1100,1
Ooi056,Tea Tree Oil,OIL,,,body shop,pcs,570,800,1
S Ioi005,gillette series,shaving irritation,,,Gillette,pcs,500,700,1
FOMI B L004,Gillette Foam 98g,FOAM,,,Gillette,pcs,142,160,12
RI B L001,Gillette Blue (NA),REJAR,,,Gillette,pcs,36,41,12
S Ge14004,Gillette Fusion ,Shaving Gel,,,Gillette,198g,260,450,4
BWA G S063,Gillette Body Wash,Body Wash,,,Gillette,473ml,450,600,2
RI B L019,Mach 3 turbo,REJAR,,,Gillette,pcs,449.71,585,2
RI B L022,Gillette fusion 6,REJAR,,,Gillette,pcs,1021.33,1230,2
RI B L023,Gillette fusion 2,REJAR,,,Gillette,pcs,373.66,450,2
GF15003,Gillette fusion,Gillette Fuision,,,Gillette,pcs,600,1050,2
BWA G S128,Gillette Body Wash,Body Wash,,,Gillette,473ml,450,600,2
A S LA G S138,Gillette After Shave,After Shave ,,,Gillette,100ml,410,500,1
S Ge9183,Gillette Shave Gel,Shaving Gel,,,Gillette,200ml,320,420,2
S Ge9194,Gillette Shave Gel,Shaving Gel,,,Gillette,200ml,360,500,2
SF9196,Gillette Shaving Foam,Shaving Foam,,,Gillette,300ml,225,300,2
S Ge9198,Gillette Shave Gel,Shaving Gel,,,Gillette,200ml,245,350,2
S Ge9208,Gillette Shave Gel,Shaving Gel,,,Gillette,pcs,130,200,2
BW555555064,Gillette Body Wash,Body Wash,,,Gillette,473ml,450,600,2
S Ge9300,Gillette Shave Gel,Shaving Gel,,,Gillette,200ml,350,450,2
SF9301,Gillette Shave Foam,Shaving Foam,,,Gillette,250ml,280,380,2
S Ge9304,Gillette Shave Gel,Shaving Gel,,,Gillette,200ml,290,450,2
SF9318,Gillette Shave Foam,Shaving Foam,,,Gillette,pcs,160,220,2
F9438,Gillette Lager,FACE ,,,Gillette,pcs,590,800,2
FOM9456,Gillette Shave Gel,FOAM,,,Gillette,pcs,150,200,2
A S L9529,Gillette After shabe,After Shave ,,,Gillette,pcs,390,500,1
S I9539,Gillette Fusion,shaving irritation,,,Gillette,pcs,760,880,1
SI9552,Gillette Fusion 2,SHAVING ITEMS ,,,Gillette,pcs,400,450,1
G9556,Gillette Fusion,Gel ,,,Gillette,pcs,520,625,1
G9558,Gillette Mach3,Gel ,,,Gillette,pcs,290,400,1
DS9595,Gillette Deo Stick,Deo stick,,,Gillette,pcs,290,380,1
GF1234567014,Gillette Venus,Gillette Fuision,,,Gillette,pcs,520,800,1
FOM9644,Gillette  2 in 1,FOAM,,,Gillette,pcs,320,450,1
FOM9653,Gillrtte 3x,FOAM,,,Gillette,pcs,240,350,1
FOM9658,Gillette Foam,FOAM,,,Gillette,pcs,220,300,1
FOM9660,Gillette Mach3,FOAM,,,Gillette,pcs,320,450,1
FOM9664,Gillette Fusion,FOAM,,,Gillette,pcs,280,400,1
FOM9666,Gillette Series small,FOAM,,,Gillette,pcs,140,200,1
FOM9670,Gillette Regular,FOAM,,,Gillette,pcs,80,120,1
SET9741,Gillette  2 in 1,SET,,,Gillette,pcs,650,900,2
SET9742,Gillette  2 in 1,SET,,,Gillette,946ml,980,1400,1
B14155,Gillette Deo Stick,BODY,,,Gillette,pcs,330,450,1
DS14159,Gillette Deo Stick,Deo stick,,,Gillette,pcs,360,520,1
R14165,Gillete Venus,REJAR,,,Gillette,pcs,320,550,1
R14170,Gillette Venus,REJAR,,,Gillette,pcs,630,900,1
G9009,Loreal Studio Gel,Gel ,,,Loreal,pcs,280,550,4
G9036,Loreal Shave Gel,Gel ,,,Loreal,pcs,450,650,4
CRoi006,Loreal men expert,CREAM,,,Loreal,pcs,700,1000,1
H SP9013,Lorial Lolane Hair Spray ,Hair Spray ,,,Loreal,pcs,290,400,4
FWoi009,clear skin face wash,Face Wash ,,,Simple,pcs,400,550,1
FW14072,Simple Face Wash,Face Wash ,,,Simple,150ml,310,450,2
FW14131,Simple Face Wash,Face Wash ,,,Simple,pcs,310,500,2
FOI078,Facial Wipes,FACE ,,,Simple,pcs,370,500,2
FWOI097,Face Wash,Face Wash ,,,Simple,pcs,420,550,2
FOI105,Simple Face Wash,FACE ,,,Simple,pcs,460,550,2
FCoi010,Nivea Men,Face Cream,,,NIVEA,pcs,700,1000,1
SJM M001,SOFT JAR 200ml,SOFT JAR,,,NIVEA,pcs,260,400,1
SJ 100M M001,SOFT JAR 100ml,SOFT JAR 100,,,NIVEA,pcs,183,300,5
SIM M002,Shaving Foam Cool Kick200ml,SHAVING ITEMS ,,,NIVEA,pcs,223,350,1
SIM M003,Shaving Foam Sensitive 200 ml,SHAVING ITEMS ,,,NIVEA,pcs,223,300,1
SIM M004,Shaving Foam Moisturiser 200 ml,SHAVING ITEMS ,,,NIVEA,pcs,223,300,1
BSM M005,B/S FRESH ACTIVE 150ml,BODY SPRAY,,,NIVEA,pcs,196,250,10
BSM M006,B/S COOL KICK 150ml,BODY SPRAY,,,NIVEA,pcs,196,250,10
BSM M007,B/S SILVER PROTECT,BODY SPRAY,,,NIVEA,pcs,196,250,10
BSM M008,B/S SPORT 150ml,BODY SPRAY,,,NIVEA,pcs,196,250,10
BSM M009,B/S MAN BLACK & WHITE 150ml(NIVEA),BODY SPRAY,,,NIVEA,pcs,196,250,10
BSM M010,B/S DRY CORNFORT 150ml(NIVEA),BODY SPRAY,,,NIVEA,pcs,196,250,10
BSM M011,B/S FRESH NATURAL 150ml(NIVEA),BODY SPRAY,,,NIVEA,pcs,196,250,10
BSM M012,B/S PEARL & BEAUTI 150ml(NIVEA),BODY SPRAY,,,NIVEA,pcs,196,250,10
BSM M013,B/S ENERGY FRESH 150ml,BODY SPRAY,,,NIVEA,pcs,196,250,10
BSM M014,B/S WHITENING FLORAL TOUCH 150ml,BODY SPRAY,,,NIVEA,pcs,196,250,10
BSM M015,B/S WHITENING SENSETIVE 150ml,BODY SPRAY,,,NIVEA,pcs,196,250,2
BMNMM016,Silky Smooth,Body Milk,,,NIVEA,400ml,419,525,2
CRMM017,Soft Vitamin E,CREAM,,,NIVEA,25ml,60,90,2
LMM018,Sun Kids,LOTION,,,NIVEA,125ml,347,425,2
BMNMM019,Intensive Moisture,Body Milk,,,NIVEA,400ml,419,525,2
DEMM020,Fresh Nature,Deo,,,NIVEA,40ml,201,270,2
S GMM021,Pure Impect,Shower Gel,,,NIVEA,250ml,247,310,2
B LMM022,White & Repair UV,BODY LOTION,,,NIVEA,250ml,220,275,2
B LMM023,Extra White,BODY LOTION,,,NIVEA,250ml,240,300,2
B LMM024,Instant white,BODY LOTION,,,NIVEA,350ml,440,550,2
BSMM025,Body Deodorizer,BODY SPRAY,,,NIVEA,120ml,261,350,2
SFMM026,Shaving Foam,Shaving Foam,,,NIVEA,200ml,225,280,2
S GeMM027,Shaving Gel,Shaving Gel,,,NIVEA,200ml,301,375,2
S GeMM028,Cooling Shaving Gel,Shaving Gel,,,NIVEA,200ml,301,375,2
SFMM029,moisturising Shaving Foam,Shaving Foam,,,NIVEA,200ml,225,280,2
FWMM030,Deep Clean,Face Wash ,,,NIVEA,100ml,188,230,2
DMMM031,Fresh active,Deo (Men),,,NIVEA,50ml,133,175,2
A S LMM032,After Shave Splash,After Shave ,,,NIVEA,100ml,259,325,2
CRMM033,Dark Spot Reduction,CREAM,,,NIVEA,50ml,200,260,2
A S LMM034,Post Shave Balm,After Shave ,,,NIVEA,100ml,274,350,2
B LMM035,Body lotion UV Protect,BODY LOTION,,,NIVEA,250ml,220,275,2
B LMM036,Smooth milk,BODY LOTION,,,NIVEA,200ml,200,250,2
BMNMM037,Intensive Moisture,Body Milk,,,NIVEA,400ml,419,525,2
BMNMM038,Silky Smooth,Body Milk,,,NIVEA,400ml,419,525,2
SB555555023,Cooling,Shaving Balm,,,NIVEA,100ml,380,500,2
FW555555029,moisturising ,Face Wash ,,,NIVEA,150ml,460,650,2
S9150,Nivea shampoo,SHAMPOO,,,NIVEA,400ml,420,600,2
A S L9207,Nivea After Shave,After Shave ,,,NIVEA,100ml,280,400,2
DS9218,Nivea deo Stick,Deo stick,,,NIVEA,pcs,190,250,1
A S LMM039,After shave,After Shave ,,,NIVEA,100ml,274,350,2
S GeMM040,Cooling Shaving Gel,Shaving Gel,,,NIVEA,200ml,300,375,2
SFMM041,Shaving Foam,Shaving Foam,,,NIVEA,pcs,225,280,2
CRMM042,Soft Cream,CREAM,,,NIVEA,100ml,168,210,2
SoMM043,Soap,SOAP,,,NIVEA,pcs,88,120,2
SoMM044,soap,SOAP,,,NIVEA,pcs,56,70,2
DSMM045,Deodorant,Deo stick,,,NIVEA,pcs,210,270,2
RoMM046,Rolon,Rolon,,,NIVEA,pcs,130,175,2
S9357,Nivea shampoo,SHAMPOO,,,NIVEA,pcs,350,450,2
BSMM047,NIVEA  Body Spray,BODY SPRAY,,,NIVEA,150ml,196,250,2
DSMM048,Deo Stick ,Deo stick,,,NIVEA,pcs,133,175,2
CRMM049,Nivea MAn Cream,CREAM,,,NIVEA,pcs,200,260,2
TOMM050,Toner,TONER,,,NIVEA,pcs,220,275,2
FWMM051,face wash,Face Wash ,,,NIVEA,pcs,186,230,2
S BMM052,sun Protect,SUN BLOCK,,,NIVEA,125ml,347,450,2
FW9538,Nivea Face Wash,Face Wash ,,,NIVEA,pcs,200,280,1
FW9562,Nivea Face Wash,Face Wash ,,,NIVEA,pcs,220,300,1
DS9600,Nivea Deo Stick,Deo stick,,,NIVEA,pcs,180,250,1
BMNMM053,Nivea Lotion,Body Milk,,,NIVEA,400ml,410,525,1
S BMM054,Nivea sun lotion,SUN BLOCK,,,NIVEA,125ml,347,450,1
M CMM055,Nivea soft jar,Moisture cream ,,,NIVEA,100ml,165,210,1
FWMM056,Nivea Face wash,Face Wash ,,,NIVEA,100g,186,230,1
Moi011,Super Length,maskara ,,,REVLON,pcs,700,950,1
H Co555555020,Colorsilk,Hair Color ,,,REVLON,pcs,250,360,2
ERE029,Revlon LIquite Eye Liner,Eyeliner ,,,REVLON,pcs,300,450,2
NRE037,REVLON Nailpolis,NALPOLIS ,,,REVLON,pcs,130,200,2
SA G S067,Revlon Shampoo,SHAMPOO,,,REVLON,340ml,250,320,2
S555555035,Revlon Shampoo,SHAMPOO,,,REVLON,360ml,260,320,1
H Co14017,REVLON Hair Coler,Hair Color ,,,REVLON,pcs,250,360,2
S9191,Revlon Shampoo,SHAMPOO,,,REVLON,400ml,240,320,2
H Co9221,REVLON Hair Coler,Hair Color ,,,REVLON,pcs,260,360,2
H Co9366,Revlon Hair Coler,Hair Color ,,,REVLON,pcs,260,360,2
H Co9496,Revlon Hair Coler,Hair Color ,,,REVLON,pcs,255,360,1
H Co9566,Revlon Hair Coler,Hair Color ,,,REVLON,pcs,260,360,1
c9639,Revlon Conditioner,Conditionar,,,REVLON,pcs,250,350,1
H Co9722,Hair coler (revlon),Hair Color ,,,REVLON,pcs,250,360,1
FCoi014,LOREAL Man Expart,Face Cream,,,LOREAL,pcs,700,1000,1
FCoi018,Pure Clay  glow Mask,Face Cream,,,LOREAL,pcs,950,1300,2
Moi020,FATALE,maskara ,,,LOREAL,pcs,700,950,1
H G9014,Loreal hair Wax 150ml,Heir Gel ,,,LOREAL,pcs,140,260,4
S9027,Loreal Experties 750ml,SHAMPOO,,,LOREAL,pcs,700,950,10
H Co9033,LO.Hair Color Thai NA,Hair Color ,,,LOREAL,pcs,820,1000,10
S12001,Loreal ELVIVE Shampoo 400ml,SHAMPOO,,,LOREAL,pcs,440,600,12
G12003,Loreal Studio Gel 150ml,Gel ,,,LOREAL,pcs,360,550,1
c12005,Loreal ELVIVE Conditoner 400ml,Conditionar,,,LOREAL,pcs,440,600,4
G9064,Loreal Studio Gel 150ml,Gel ,,,LOREAL,pcs,280,550,4
H SP9068,Lolane Hair Spray 350ml,Hair Spray ,,,LOREAL,pcs,290,400,4
H G 9069,Loreal Hair Wax 150ml,Heir Gel ,,,LOREAL,pcs,140,260,4
S9082,Loreal Experties 750ml,SHAMPOO,,,LOREAL,pcs,700,950,12
H Co9087,Loreal.Hair Color Thai NA,Hair Color ,,,LOREAL,pcs,820,1000,10
G9090,Loreal Shave Gel 200ml,Gel ,,,LOREAL,pcs,450,650,1
SU D004,Loreal fall Resist Shampoo 175ml,SHAMPOO,,,LOREAL,pcs,307,350,2
SU D005,Loreal fall Resist Shampoo 360ml,SHAMPOO,,,LOREAL,pcs,511,580,2
FW14008,LOREAL Man Expart,Face Wash ,,,LOREAL,150ml,440,650,6
S555555001,Total repair Extreme,Conditionar,,,LOREAL,300ml,430,600,2
S555555012,VIVE Pro,SHAMPOO,,,LOREAL,384ml,360,500,2
H Co555555019,Preference(loreal),Hair Color ,,,LOREAL,pcs,580,800,2
FW9116,LOREAL FACE WASH,Face Wash ,,,LOREAL,100ml,300,400,2
H SP9122,LOREAL Hair Spray,Hair Spray ,,,LOREAL,232g,430,600,2
SA G S032,LOREAL Shampoo(400),SHAMPOO,,,LOREAL,400ml,450,600,2
cA G S033,LOREAL Conditioner(400),Conditionar,,,LOREAL,400ml,460,600,2
SA G S034,LOREAL Shampoo(450),SHAMPOO,,,LOREAL,450ml,430,600,2
SA G S035,LOREAL Shampoo(384),SHAMPOO,,,LOREAL,384ml,360,500,2
SA G S037,LOREAL Shampoo(600),SHAMPOO,,,LOREAL,600ml,570,750,2
CRA G S074,LOREAL cream,CREAM,,,LOREAL,pcs,950,1300,2
CRA G S075,White Parfect,CREAM,,,LOREAL,pcs,750,1000,2
FWA G S111,LOREAL FACE WASH,Face Wash ,,,LOREAL,150ml,470,600,1
S555555037,LOREAL Shampoo(400),SHAMPOO,,,LOREAL,400ml,450,600,2
S555555040,LOREAL Shampoo(400),SHAMPOO,,,LOREAL,400ml,370,550,1
S555555054,LOREAL Shampoo,SHAMPOO,,,LOREAL,320ml,360,500,2
FOOI021,LORIAL Foundation,Foundation ,,,LOREAL,pcs,850,1050,2
CROI045,Loriel Day Cream,CREAM,,,LOREAL,pcs,680,1050,1
B B COI066,BB CREAM,B B CREAM,,,LOREAL,pcs,550,750,1
CROI067,Skin Perfect Cream,CREAM,,,LOREAL,pcs,1050,1400,1
S15006,LOREAL Shampoo(400),SHAMPOO,,,LOREAL,400ml,450,600,2
CR15007,LOREAL cream,CREAM,,,LOREAL,pcs,1000,1400,2
ScrA G S116,LOREAL Seram,Scrum,,,LOREAL,50ml,500,750,1
cA G S123,LOREAL Conditioner(400,Conditionar,,,LOREAL,400ml,440,600,1
SA G S127,LOREAL Shampoo(400),SHAMPOO,,,LOREAL,400ml,400,600,1
A S LA G S132,LOREAL After shave,After Shave ,,,LOREAL,pcs,750,1050,1
FWA G S137,LOREAL FACE WASH,Face Wash ,,,LOREAL,200ml,470,650,1
SA G S144,LOREAL Shampoo(600,SHAMPOO,,,LOREAL,600ml,570,750,2
M RA G S148,LOREAL Cleanser,Makap remobar ,,,LOREAL,400ml,770,1050,1
FWA G S158,LOREAL FACE Gel,Face Wash ,,,LOREAL,50ml,750,1000,1
HA G S159,LOREAL Hair Gel,Hair  Care ,,,LOREAL,300ml,680,900,2
ESeA G S163,LOREAL Eye Seram,Eye Serum,,,LOREAL,pcs,850,1200,1
CRA G S165,LOREAL Cream eye,CREAM,,,LOREAL,pcs,950,1300,1
CRA G S167,LOREAL Night Cream,CREAM,,,LOREAL,pcs,750,1050,1
SUA G S168,loreal Sunscreen,Sun Screen ,,,LOREAL,pcs,750,1000,1
CRA G S169,LOREAL Night Cream,CREAM,,,LOREAL,pcs,950,1400,1
CRA G S184,LOREAL cream Overnite,CREAM,,,LOREAL,pcs,950,1300,1
H Co14015,LOREAL Hair Coler,Hair Color ,,,LOREAL,pcs,820,1000,2
S12062,LOREAL Shampoo(400),SHAMPOO,,,LOREAL,400ml,430,600,1
c12063,LOREAL Conditioner(400,Conditionar,,,LOREAL,400ml,430,600,1
S9151,LOREAL Shampoo(400),SHAMPOO,,,LOREAL,400ml,370,550,1
S9152,LOREAL Shampoo(450,SHAMPOO,,,LOREAL,450ml,440,600,1
S9155,LOREAL Shampoo(375,SHAMPOO,,,LOREAL,375ml,420,600,2
S9156,LOREAL Shampoo,SHAMPOO,,,LOREAL,384ml,380,550,2
S9157,LOREAL Shampoo(400),SHAMPOO,,,LOREAL,400ml,450,600,2
S Ge9169,LOREAL Shaving Gel,Shaving Gel,,,LOREAL,200ml,450,650,2
H Co9222,LOREAL Hair Coler,Hair Color ,,,LOREAL,pcs,750,950,2
H Co9223,LOREAL Hair Coler,Hair Color ,,,LOREAL,pcs,780,900,2
CR9230,LOREAL cream,CREAM,,,LOREAL,pcs,750,1000,1
FW9258,LOREAL FACE WASH,Face Wash ,,,LOREAL,100ml,320,400,2
CR14074,Loreal Face Wash,CREAM,,,LOREAL,pcs,700,1000,2
